National UFO Reporting Center|nuforc.org|Ufologia|0
UFO Stalker|ufostalker.com|Ufologia|0
Enigma Labs|enigmalabs.com|Ufologia|0
To The Stars Academy|tothestarsacademy.com|Ufologia|0
International Cryptozoology Society|cryptozoologystudies.org|Ufologia|0
Society for Scientific Exploration|scientificexploration.org|Ufologia|0
Parapsychological Association|parapsych.org|Ufologia|0
Rhine Research Center|rhine.org|Ufologia|0
Institute of Noetic Sciences|noetic.org|Ufologia|0
Gepus Ufologia Brasil|gepus.com|Ufologia|0
Revista UFO Brasil|ufo.com|Ufologia|0
Portal Fenomenum Brasil|fenomenum.com|Ufologia|0
CETICANS Brasil|ceticans.org|Ufologia|0
UFO Portugal|ufo-portugal.com|Ufologia|0
Distributed Denial of Secrets|ddosecrets.com|Transparência e Espionagem|0
SpyTalk|spytalk.co|Transparência e Espionagem|0
Cryptome|cryptome.org|Transparência e Espionagem|0
Public Intelligence|publicintelligence.net|Transparência e Espionagem|0
Defcon Conference|defcon.org|Transparência e Espionagem|0
Black Hat|blackhat.com|Transparência e Espionagem|0
Abin Brasil gov.br DefesaNet Brasil|defesanet.com|Transparência e Espionagem|0
Stockholm Resilience Centre|stockholmresilience.org|Climatologia|0
Collapse OS|collapseos.org|Climatologia|0
SurvivalBlog|survivalblog.com|Climatologia|0
Global Footprint Network|footprintnetwork.org|Climatologia|0
Our World in Data|ourworldindata.org|Climatologia|0
Worldometer|worldometers.info|Climatologia|0
Copernicus Browser|browser.dataspace.copernicus.eu|Climatologia|0
NASA Earthdata|earthdata.nasa.gov|Climatologia|0
IPCC Climate ipcc.ch Climatempo Brasil|climatempo.com|Climatologia|0
INMET Brasil|portal.inmet.gov|Climatologia|0
/ INPE Brasil cptec.inpe.br CEMADEN Brasil|cemaden.gov|Climatologia|0
EcoDebate Brasil|ecodebate.com|Climatologia|0
O Eco Brasil|oeco.org|Climatologia|0
Synthetic Biology Open Language|sbolstandard.org|Biologia Sintética|0
Wyss Institute Harvard|wyss.harvard.edu|Biologia Sintética|0
SynBioBeta|synbiobeta.com|Biologia Sintética|0
iGEM Foundation|igem.org|Biologia Sintética|0
J. Craig Venter Institute|jcvi.org|Biologia Sintética|0
Salk Institute|salk.edu|Biologia Sintética|0
CRISPR Journal|liebertpub.com|Biologia Sintética|0
Addgene Global|addgene.org|Biologia Sintética|0
Sociedade Brasileira de Genética|sbg.org|Biologia Sintética|0
Revista Genética na Escola|geneticanaescola.com|Biologia Sintética|0
O Antagonista|oantagonista.com|Polêmicas Brasil|1
Pleno News|plenonews.com|Polêmicas Brasil|1
CartaCapital|cartacapital.com|Polêmicas Brasil|1
Congresso em Foco|congressoemfoco.com|Polêmicas Brasil|1
Poder360|poder360.com|Polêmicas Brasil|1
Diário do Centro do Mundo|diariodocentrodomundo.com|Polêmicas Brasil|1
Jovem Pan News|jovempan.com|Polêmicas Brasil|1
Gazeta do Povo|gazetadopovo.com|Polêmicas Brasil|1
Le Monde Diplomatique Brasil|diplomatique.org|Polêmicas Brasil|1
Instituto Millenium|institutomillenium.org|Polêmicas Brasil|1
Mundo Libertário|mundolibertario.com|Polêmicas Brasil|1
Jornal da Cidade Online|jornaldacidadeonline.com|Polêmicas Brasil|1
Mídia Ninja|midianinja.org|Polêmicas Brasil|1
Jornal GGN|jornalggn.com|Polêmicas Brasil|1
Instituto Liberal|institutoliberal.org|Polêmicas Brasil|1
A Nova Democracia|anovademocracia.com|Polêmicas Brasil|1
Revista Fórum|revistaforum.com|Polêmicas Brasil|1
Brasil de Fato|brasildefato.com|Polêmicas Brasil|1
Esquerda Diário|esquerdadiario.com|Polêmicas Brasil|1
Hugo Gloss|hugogloss.com|Polêmicas Brasil|1
Portal LeoDias|portalleodias.com|Polêmicas Brasil|1
Glow News|glownews.com|Polêmicas Brasil|1
Contigo!|contigo.com|Polêmicas Brasil|1
Área VIP|areavip.com|Polêmicas Brasil|1
Caras Brasil|caras.com|Polêmicas Brasil|1
Alfinetei|alfinetei.com|Polêmicas Brasil|1
TV Foco|otvfoco.com|Polêmicas Brasil|1
Catraca Livre|catracalivre.com|Polêmicas Brasil|1
Quebrando o Tabu|quebrandootabu.com|Polêmicas Brasil|1
AzMina|azmina.com|Polêmicas Brasil|1
Think Olga|thinkolga.com|Polêmicas Brasil|1
Geledés|geledes.org|Polêmicas Brasil|1
Alma Preta Jornalismo|almapreta.com|Polêmicas Brasil|1
PapodeHomem|papodehomem.com|Polêmicas Brasil|1
Nexo Jornal|nexojornal.com|Polêmicas Brasil|1
Revista Piauí|revistapiaui.com|Polêmicas Brasil|1
B9 Cultura Digital|b9.com|Polêmicas Brasil|1
Money Times|moneytimes.com|Polêmicas Brasil|1
Suno Notícias|suno.com|Polêmicas Brasil|1
br/noticias Empiricus Notícias|empiricus.com|Polêmicas Brasil|1
br/conteudo IstoÉ Dinheiro|istoedinheiro.com|Polêmicas Brasil|1
Reclame Aqui Notícias|reclameaqui.com|Polêmicas Brasil|1
Proteste Brasil|proteste.org|Polêmicas Brasil|1
Monitor do Mercado|monitordomercado.com|Polêmicas Brasil|1
Cointimes|cointimes.com|Polêmicas Brasil|1
BlockTrends|blocktrends.com|Polêmicas Brasil|1
Neofeed|neofeed.com|Polêmicas Brasil|1
The Enemy Brasil|theenemy.com|Polêmicas Brasil|1
Flow Podcast|flowpodcast.com|Polêmicas Brasil|1
Podpah|podpah.com|Polêmicas Brasil|1
Adrenaline|adrenaline.com|Polêmicas Brasil|1
Gospel Prime|gospelprime.com|Polêmicas Brasil|1
Gospel+|gospelplus.com|Polêmicas Brasil|1
Ceticismo.net|ceticismo.net|Polêmicas Brasil|1
ICL Notícias|iclnoticias.com|Polêmicas Brasil|1
Aventuras na História|aventurasnahistoria.com|Polêmicas Brasil|1
Superinteressante|abril.com|Polêmicas Brasil|1
Brasil Mineral|brasilmineral.com|Indústria de Base|0
Guia da Farmácia|guiadafarmacia.com|Indústria de Base|0
Indústria Química Brasileira|iquimica.com|Indústria de Base|0
Upstream Online|upstreamonline.com|Indústria de Base|0
S&P Global Commodity Insights|spglobal.com|Indústria de Base|0
EPBR|epbr.com|Indústria de Base|0
CanalEnergia|canalenergia.com|Indústria de Base|0
Petróleo Hoje|petroleohoje.com|Indústria de Base|0
MegaWhat megawhat.energy ClickPetroleoeGas|clickpetroleoegas.com|Indústria de Base|0
TunnelTalk|tunneltalk.com|Infraestrutura|0
Saneamento Básico Brasil|saneamentobasico.com|Infraestrutura|0
Grandes Construções|grandesconstrucoes.com|Infraestrutura|0
Lloyd's List|informa.com|Infraestrutura|0
Portos e Navios|portosenavios.com|Infraestrutura|0
Infraroi|infraroi.com|Infraestrutura|0
Logistics Management|logisticsmgmt.com|Infraestrutura|0
Inbound Logistics|inboundlogistics.com|Infraestrutura|0
MundoLogística|mundologistica.com|Infraestrutura|0
Tecnologística|tecnologistica.com|Infraestrutura|0
Logweb|logweb.com|Infraestrutura|0
Guia Marítimo|guiamaritimo.com|Infraestrutura|0
Successful Farming|agriculture.com|Agronegócio|0
Canal Rural|canalrural.com|Agronegócio|0
Notícias Agrícolas|noticiasagricolas.com|Agronegócio|0
Agência Safras|safras.com|Agronegócio|0
Portal DBO|portaldbo.com|Agronegócio|0
JURIST|jurist.org|Direito|0
Legal Dialogue|legal-dialogue.org|Direito|0
Consultor Jurídico|conjur.com|Direito|0
Migalhas|migalhas.com|Direito|0
Portal Jusbrasil|jusbrasil.com|Direito|0
DireitoNet|direitonet.com|Direito|0
Econsultancy|econsultancy.com|Varejo e Consumo|0
Retail Week|retail-week.com|Varejo e Consumo|0
Mercado & Consumo|mercadoeconsumo.com|Varejo e Consumo|0
E-commerce Brasil|ecommercebrasil.com|Varejo e Consumo|0
SBVC - Sociedade Brasileira de Varejo|sbvc.com|Varejo e Consumo|0
Portal No Varejo|portalnovarejo.com|Varejo e Consumo|0
Franchise Times|franchisetimes.com|Varejo e Consumo|0
Global Franchise Magazine|globalfranchisemagazine.com|Varejo e Consumo|0
Sebrae Portal|sebrae.com|Varejo e Consumo|0
Portal do Franchising - ABF|portaldofranchising.com|Varejo e Consumo|0
Sua Franquia|suafranquia.com|Varejo e Consumo|0
Guia Franquias de Sucesso|franquiasdesucesso.com|Varejo e Consumo|0
Idealist|idealist.org|Empregos|0
Fiverr Guides|fiverr.com|Empregos|0
Creative Bloq Careers|creativebloq.com|Empregos|0
Property Week|propertyweek.com|Imobiliário|0
Global Property Guide|globalpropertyguide.com|Imobiliário|0
Imobi Report|imobireport.com|Imobiliário|0
CBIC Notícias|cbic.org|Imobiliário|0
AECweb|aecweb.com|Imobiliário|0
Revista OE - O Empreiteiro|revistaoe.com|Imobiliário|0
Revista Projeto|revistaprojeto.com|Imobiliário|0
Notícias Automotivas|noticiasautomotivas.com|Automotivo e Aviação|0
Airway|airway.com|Automotivo e Aviação|0
Flap International|flapinternational.com|Automotivo e Aviação|0
Livecoins|livecoins.com|DeFi e Cripto|0
Smoke Buddy|smokebuddy.com|Nichos Regulados|0
Portal Cannabis & Saúde|cannabisesaude.com|Nichos Regulados|0
Connecting Directors|connectingdirectors.com|Nichos Regulados|0
Diretor Funerário|diretorfunerario.com|Nichos Regulados|0
AVN|avn.com|Nichos Regulados|0
XBIZ|xbiz.com|Nichos Regulados|0
SexTech Guide|sextechguide.com|Nichos Regulados|0
Inside Asian Gaming|asgam.com|Nichos Regulados|0
Notícias de Loterias e Jogos|bnldata.com|Nichos Regulados|0
Bandcamp Daily|bandcamp.com|Música|0
PopLine|portalpopline.com|Música|0
Whiplash.net|whiplash.net|Música|0
Popload|popload.com|Música|0
Mad Sound|madsound.com|Música|0
Kboing|kboing.com|Música|0
i-D Magazine|i-d.co|Moda|0
Refinery29|refinery29.com|Moda|0
FFW|ffw.com|Moda|0
L'Officiel Brasil|revistalofficiel.com|Moda|0
Steal The Look|stealthelook.com|Moda|0
Voxel|voxel.com|Games|0
Mais Esports|maisesports.com|Games|0
La Gazzetta dello Sport gazzetta.it|Motorsport.com|Esportes|0
ProFootballTalk|nbcsports.com|Esportes|0
International Hockey Federation fih.hockey FIE|fie.org|Federações Esportivas|0
ISA|isasurf.org|Federações Esportivas|0
Meio & Mensagem|meioemensagem.com|Marketing|0
Mundo do Marketing|mundodomarketing.com|Marketing|0
Propmark|propmark.com|Marketing|0
Adnews|adnews.com|Marketing|0
Grandes Nomes da Propaganda|grandesnomesdapropaganda.com|Marketing|0
Cinema5D / CineD|cined.com|Fotografia|0
Fotografar Melhor|fotografarmelhor.com|Fotografia|0
Resumo Fotográfico|resumofotografico.com|Fotografia|0
Iphoto Channel|iphotochannel.com|Fotografia|0
FHOX|fhox.com|Fotografia|0
Eventbrite Blog|eventbrite.com|Feiras e Exposições|0
10times|10times.com|Feiras e Exposições|0
Portal Radar|portalradar.com|Feiras e Exposições|0
Promoview|promoview.com|Feiras e Exposições|0
PsyPost|psypost.org|Psicologia|0
Revista Mente e Cérebro|mentecerebro.com|Psicologia|0
Comportamento Mag|comportamento.com|Psicologia|0
Psicologia Explica|psicologiaexplica.com|Psicologia|0
Zenklub Blog|zenklub.com|Psicologia|0
Broadcom Inc|broadcom.com|Big Techs Global|0
ASML Holding|asml.com|Big Techs Global|0
ServiceNow Inc|servicenow.com|Big Techs Global|0
Intuit Inc|intuit.com|Big Techs Global|0
Synopsys Inc|synopsys.com|Big Techs Global|0
Cadence Design Systems|cadence.com|Big Techs Global|0
Arista Networks|aristanetworks.com|Big Techs Global|0
Fortinet Inc|fortinet.com|Big Techs Global|0
Datadog Inc|datadoghq.com|Big Techs Global|0
Positivo Tecnologia|positivotecnologia.com|Tech Brasil|1
Intelbras|intelbras.com|Tech Brasil|1
Locaweb|lwsa.com|Tech Brasil|1
Tivit|tivit.com|Tech Brasil|1
Ci&T|ciandt.com|Tech Brasil|1
Sinqia|sinqia.com|Tech Brasil|1
Bemobi|bemobi.com|Tech Brasil|1
Multilaser|multi.com|Tech Brasil|1
Padtec|padtec.com|Tech Brasil|1
Valid|valid.com|Tech Brasil|1
Senior Sistemas|senior.com|Tech Brasil|1
Alterdata Software|alterdata.com|Tech Brasil|1
Neogrid|neogrid.com|Tech Brasil|1
Infracommerce|infracommerce.com|Tech Brasil|1
Linx Sistemas|linx.com|Tech Brasil|1
Locação de Tecnologia|verointernet.com|Tech Brasil|1
Unifique|unifique.com|Tech Brasil|1
Citigroup Inc|citigroup.com|Bancos Globais|0
Wells Fargo & Co|wellsfargo.com|Bancos Globais|0
Royal Bank of Canada|rbc.com|Bancos Globais|0
Toronto-Dominion Bank|td.com|Bancos Globais|0
Group mufg.jp Sumitomo Mitsui Financial Group|smfg.co|Bancos Globais|0
jp Mizuho Financial Group|mizuho-fg.co|Bancos Globais|0
jp Industrial and Commercial Bank of China|icbc-ltd.com|Bancos Globais|0
China Construction Bank|ccb.com|Bancos Globais|0
Agricultural Bank of China|abchina.com|Bancos Globais|0
Bank of China boc.cn Société Générale|societegenerale.com|Bancos Globais|0
Credit Agricole|credit-agricole.com|Bancos Globais|0
ING Group|ing.com|Bancos Globais|0
Intesa Sanpaolo|intesasanpaolo.com|Bancos Globais|0
BBVA|bbva.com|Bancos Globais|0
Nordea Bank|nordea.com|Bancos Globais|0
Standard Chartered|sc.com|Bancos Globais|0
Macquarie Group|macquarie.com|Bancos Globais|0
American Express|americanexpress.com|Pagamentos Global|0
Fiserv Inc|fiserv.com|Pagamentos Global|0
Fidelity National Information Services|fisglobal.com|Pagamentos Global|0
Global Payments|globalpayments.com|Pagamentos Global|0
Block Inc block.xyz Capital One Financial|capitalone.com|Pagamentos Global|0
Discover Financial Services|discover.com|Pagamentos Global|0
Equifax Inc|equifax.com|Pagamentos Global|0
Experian PLC|experianplc.com|Pagamentos Global|0
TransUnion|transunion.com|Pagamentos Global|0
Western Union|westernunion.com|Pagamentos Global|0
Worldpay|worldpay.com|Pagamentos Global|0
Itaú Unibanco|itau.com|Bancos Brasil|1
Banco Bradesco|bradesco.com|Bancos Brasil|1
Banco do Brasil|bb.com|Bancos Brasil|1
Caixa Econômica Federal|caixa.gov|Bancos Brasil|1
Banco Safra|safra.com|Bancos Brasil|1
Banrisul|banrisul.com|Bancos Brasil|1
Banco Nordeste|bnb.gov|Bancos Brasil|1
Banco da Amazônia|bancoamazonia.com|Bancos Brasil|1
Nubank|nubank.com|Bancos Brasil|1
C6 Bank|c6bank.com|Bancos Brasil|1
Banco Pan|bancopan.com|Bancos Brasil|1
Banco BMG|bancobmg.com|Bancos Brasil|1
Neon Pagamentos|neon.com|Bancos Brasil|1
PicPay|picpay.com|Bancos Brasil|1
PagBank|pagbank.com|Bancos Brasil|1
StoneCo|stone.com|Bancos Brasil|1
Cielo|cielo.com|Bancos Brasil|1
Rede|userede.com|Bancos Brasil|1
Getnet Brasil|getnet.com|Bancos Brasil|1
Asaas Gestão Financeira|asaas.com|Bancos Brasil|1
Mercado Pago Brasil|mercadopago.com|Bancos Brasil|1
Banco Daycoval|daycoval.com|Bancos Brasil|1
Banco ABC Brasil|abcbrasil.com|Bancos Brasil|1
Banco Pine|pine.com|Bancos Brasil|1
Banco modalmais|modalmais.com|Bancos Brasil|1
Superdigital|superdigital.com|Bancos Brasil|1
Conta Azul|contaazul.com|Bancos Brasil|1
Previ|previ.com|Fundos Brasil|1
Funcef|funcef.com|Fundos Brasil|1
Petros|petros.com|Fundos Brasil|1
Vinci Partners|vincipartners.com|Fundos Brasil|1
Gávea Investimentos|gaveainvestimentos.com|Fundos Brasil|1
Pátria Investimentos|patriainvestimentos.com|Fundos Brasil|1
Tarpon Investimentos|tarpon.com|Fundos Brasil|1
JGP Asset Management|jgp.com|Fundos Brasil|1
SPX Capital|spxcapital.com|Fundos Brasil|1
Verde Asset Management|verdeasset.com|Fundos Brasil|1
Kinea Investimentos|kinea.com|Fundos Brasil|1
Ágora Investimentos|agorainvestimentos.com|Fundos Brasil|1
Rico Comvcs|rico.com|Fundos Brasil|1
vc Clear Corretora|clear.com|Fundos Brasil|1
Genial Investimentos|genialinvestimentos.com|Fundos Brasil|1
Guide Investimentos|guide.com|Fundos Brasil|1
Nova Futura Investimentos|novafutura.com|Fundos Brasil|1
Elite Corretora|elitecorretora.com|Fundos Brasil|1
Toro Investimentos|toroinvestimentos.com|Fundos Brasil|1
ConocoPhillips|conocophillips.com|Petróleo Global|0
Eni SpA|eni.com|Petróleo Global|0
Repsol SA|repsol.com|Petróleo Global|0
OMV Group|omv.com|Petróleo Global|0
PetroChina Company|petrochina.com|Petróleo Global|0
cn Sinopec Group|sinopecgroup.com|Petróleo Global|0
CNOOC Limited|cnoocltd.com|Petróleo Global|0
Reliance Industries|ril.com|Petróleo Global|0
Indian Oil Corporation|iocl.com|Petróleo Global|0
ONGC India|ongcindia.com|Petróleo Global|0
Lukoil|lukoil.com|Petróleo Global|0
Rosneft|rosneft.com|Petróleo Global|0
Gazprom|gazprom.com|Petróleo Global|0
Enbridge Inc|enbridge.com|Petróleo Global|0
Enterprise Products Partners|enterpriseproducts.com|Petróleo Global|0
Kinder Morgan|kindermorgan.com|Petróleo Global|0
Williams Companies|williams.com|Petróleo Global|0
Oneok Inc|oneok.com|Petróleo Global|0
Marathon Petroleum|marathonpetroleum.com|Petróleo Global|0
Valero Energy|valero.com|Petróleo Global|0
Phillips 66|phillips66.com|Petróleo Global|0
PBF Energy|pbfenergy.com|Petróleo Global|0
HF Sinclair|hfsinclair.com|Petróleo Global|0
Petrobras|petrobras.com|Combustíveis Brasil|1
Vibra Energia|vibraenergia.com|Combustíveis Brasil|1
Raízen|raizen.com|Combustíveis Brasil|1
Ultrapar|ultra.com|Combustíveis Brasil|1
Acelen|acelen.com|Combustíveis Brasil|1
Eneva|eneva.com|Combustíveis Brasil|1
3R Petroleum|bravaenergia.com|Combustíveis Brasil|1
PetroReconcavo|petroreconcavo.com|Combustíveis Brasil|1
Prio|prio.org|Combustíveis Brasil|1
Enauta|enauta.com|Combustíveis Brasil|1
Comgás|comgas.com|Combustíveis Brasil|1
Naturgy Brasil|naturgy.com|Combustíveis Brasil|1
Ultragaz|ultragaz.com|Combustíveis Brasil|1
Supergasbras|supergasbras.com|Combustíveis Brasil|1
Nacional Gás|nacionalgas.com|Combustíveis Brasil|1
Liquigás|copaenergia.com|Combustíveis Brasil|1
Bahiagás|bahiagas.com|Combustíveis Brasil|1
Copergás|copergas.com|Combustíveis Brasil|1
GasMig|gasmig.com|Combustíveis Brasil|1
Sulgás|sulgas.com|Combustíveis Brasil|1
Teck Resources|teck.com|Mineração Global|0
Antofagasta PLC|antofagasta.co.uk|Mineração Global|0
Southern Copper Corporation|southerncoppercorp.com|Mineração Global|0
ArcelorMittal|arcelormittal.com|Mineração Global|0
China Baowu Steel Group|baosteel.com|Mineração Global|0
Nippon Steel Corporation|nipponsteel.com|Mineração Global|0
POSCO Holdings|posco.com|Mineração Global|0
Nucor Corporation|nucor.com|Mineração Global|0
Steel Dynamics|steeldynamics.com|Mineração Global|0
Cleveland-Cliffs|clevelandcliffs.com|Mineração Global|0
United States Steel Corporation|ussteel.com|Mineração Global|0
Tata Steel|tatasteel.com|Mineração Global|0
JFE Holdings|jfe-holdings.co|Mineração Global|0
Gerdau|gerdau.com|Mineração Brasil|1
CSN|csn.com|Mineração Brasil|1
A架构|aperam.com|Mineração Brasil|1
CBMM|cbmm.com|Mineração Brasil|1
CBA|cbaluminio.com|Mineração Brasil|1
Hydro Alunorte|hydro.com|Mineração Brasil|1
Mineração Taboca|mineracaotaboca.com|Mineração Brasil|1
Samarco Mineração|samarco.com|Mineração Brasil|1
MRN|mrn.com|Mineração Brasil|1
Nexa Resources Brasil|nexaresources.com|Mineração Brasil|1
Kinross Brasil Mineração|kinross.com|Mineração Brasil|1
AngloGold Ashanti Brasil|anglogoldashanti.com|Mineração Brasil|1
RHI Magnesita Brasil|rhimagnesita.com|Mineração Brasil|1
Villares Metals|villaresmetals.com|Mineração Brasil|1
Ternium Brasil|ternium.com|Mineração Brasil|1
Aura Minerals|auraminerals.com|Mineração Brasil|1
Paranapanema|paranapanema.com|Mineração Brasil|1
Honda Motor Company|honda.com|Montadoras Global|0
Hyundai Motor Group|hyundai.com|Montadoras Global|0
Kia Corporation|kia.com|Montadoras Global|0
Renault Group|renaultgroup.com|Montadoras Global|0
Nissan Motor Company|nissan-global.com|Montadoras Global|0
Mitsubishi Motors|mitsubishi-motors.com|Montadoras Global|0
Geely Automobile|geelyauto.com|Montadoras Global|0
hk SAIC Motor|saicmotor.com|Montadoras Global|0
Tata Motors|tatamotors.com|Montadoras Global|0
Suzuki Motor Corporation|globalsuzuki.com|Montadoras Global|0
Subaru Corporation|subaru.co|Montadoras Global|0
jp Mazda Motor Corporation|mazda.com|Montadoras Global|0
Volvo Group|volvogroup.com|Montadoras Global|0
Paccar Inc|paccar.com|Montadoras Global|0
Cummins Inc|cummins.com|Montadoras Global|0
Caterpillar Inc|caterpillar.com|Montadoras Global|0
Deere & Company|deere.com|Montadoras Global|0
Embraer|embraer.com|Manufatura Brasil|1
Marcopolo|marcopolo.com|Manufatura Brasil|1
Randoncorp|randoncorp.com|Manufatura Brasil|1
Iochpe-Maxion|iochpe-maxion.com|Manufatura Brasil|1
Tupy S.A|tupy.com|Manufatura Brasil|1
Mahle Metal Leve|mahle.com|Manufatura Brasil|1
Frasle Mobility|frasle.com|Manufatura Brasil|1
Schulz S.A|schulz.com|Manufatura Brasil|1
Metalúrgica Riosulense|riosulense.com|Manufatura Brasil|1
Romi S.A|romi.com|Manufatura Brasil|1
Kepler Weber|kepler.com|Manufatura Brasil|1
Metalfrio Solutions|metalfrio.com|Manufatura Brasil|1
Agrale|agrale.com|Manufatura Brasil|1
Comil Ônibus|comilonibus.com|Manufatura Brasil|1
Caio Induscar|caio.com|Manufatura Brasil|1
Arteb|arteb.com|Manufatura Brasil|1
Moura Acumuladores|bateriasmoura.com|Manufatura Brasil|1
Heliar|heliar.com|Manufatura Brasil|1
Nakata Automotiva|nakata.com|Manufatura Brasil|1
RTX Corporation|rtx.com|Aeroespacial e Defesa|0
General Dynamics|gd.com|Aeroespacial e Defesa|0
L3Harris Technologies|l3harris.com|Aeroespacial e Defesa|0
Leonardo SpA|leonardo.com|Aeroespacial e Defesa|0
Safran SA|safran-group.com|Aeroespacial e Defesa|0
Rolls-Royce Holdings|rolls-royce.com|Aeroespacial e Defesa|0
Rheinmetall AG|rheinmetall.com|Aeroespacial e Defesa|0
Hanwha Aerospace|hanwhaaerospace.com|Aeroespacial e Defesa|0
Mitsubishi Heavy Industries|mhi.com|Aeroespacial e Defesa|0
Huntington Ingalls Industries|huntingtoningalls.com|Aeroespacial e Defesa|0
Textron Inc|textron.com|Aeroespacial e Defesa|0
Curtiss-Wright Corporation|curtisswright.com|Aeroespacial e Defesa|0
BWX Technologies|bwxt.com|Aeroespacial e Defesa|0
AeroVironment Inc|avinc.com|Aeroespacial e Defesa|0
Engie Brasil Energia|engie.com|Energia Elétrica Brasil|1
Auren Energia|aurenenergia.com|Energia Elétrica Brasil|1
CPFL Energia|cpfl.com|Energia Elétrica Brasil|1
Equatorial Energia|equatorialenergia.com|Energia Elétrica Brasil|1
Enel Brasil|enel.com|Energia Elétrica Brasil|1
Light S.A|light.com|Energia Elétrica Brasil|1
Cemig|cemig.com|Energia Elétrica Brasil|1
Copasa|copasa.com|Energia Elétrica Brasil|1
Sabesp|sabesp.com|Energia Elétrica Brasil|1
Sanepar|sanepar.com|Energia Elétrica Brasil|1
Taesa|taesa.com|Energia Elétrica Brasil|1
Alupar|alupar.com|Energia Elétrica Brasil|1
EDP Brasil|edp.com|Energia Elétrica Brasil|1
AES Brasil|aesbrasil.com|Energia Elétrica Brasil|1
Statkraft Brasil|statkraft.com|Energia Elétrica Brasil|1
Elera Renováveis|elera.com|Energia Elétrica Brasil|1
Estée Lauder Companies|elcompanies.com|Bens de Consumo Global|0
Kimberly-Clark|kimberly-clark.com|Bens de Consumo Global|0
Johnson & Johnson Consumer|kenvue.com|Bens de Consumo Global|0
Henkel AG|henkel.com|Bens de Consumo Global|0
Reckitt Bencisery|reckitt.com|Bens de Consumo Global|0
Beiersdorf|beiersdorf.com|Bens de Consumo Global|0
Shiseido Company|shiseido.com|Bens de Consumo Global|0
Kao Corporation|kao.com|Bens de Consumo Global|0
Coty Inc|coty.com|Bens de Consumo Global|0
Church & Dwight|churchdwight.com|Bens de Consumo Global|0
Clorox Company|thecloroxcompany.com|Bens de Consumo Global|0
Natura &Co|natura.com|Cosméticos Brasil|1
Grupo Boticário|grupoboticario.com|Cosméticos Brasil|1
Hypera Pharma|hypera.com|Cosméticos Brasil|1
Flora Produtos de Higiene|flora.com|Cosméticos Brasil|1
Granado Pharmácias|granado.com|Cosméticos Brasil|1
Mahogany Cosméticos|mahogany.com|Cosméticos Brasil|1
Monange|monange.com|Cosméticos Brasil|1
Eudora|eudora.com|Cosméticos Brasil|1
Quem Disse, Berenice?|quemdisseberenice.com|Cosméticos Brasil|1
Beautybox|beautybox.com|Cosméticos Brasil|1
JBS Global|jbs.com|Alimentos Global|0
Tyson Foods|tysonfoods.com|Alimentos Global|0
Danone S.A|danone.com|Alimentos Global|0
Mondelez International|mondelezinternational.com|Alimentos Global|0
Kraft Heinz Company|kraftheinzcompany.com|Alimentos Global|0
General Mills|generalmills.com|Alimentos Global|0
Kellanova|kellanova.com|Alimentos Global|0
Conagra Brands|conagrabrands.com|Alimentos Global|0
